,Nombre,Compositor,Artista/Banda,URL,Año,Letra
425,No te quiero nada,,Ha*Ash	,https://www.letras.com/ha-ash-musicas/1293739/,2008,"No quiero detenermePara encontrar vacío mi corazónPara darme cuenta que contigo no era yoPensaba que el quererte sería suficienteY no, no fueNo quiero detenermePara oír decirte que la vida es mejorEn tus brazos, yo me desprendo el corazónNo digas que me quieresNo significa nada, amorPorque en tus ojos, me encontrabaY tantas veces me perdíPorque en el punto exacto de la oscuridadNo supe más de tiRegresa tu miradaQue ya no me desarmaRegresa las palabrasCon las que me hipnotizabasY le di sentido a mi vivirY hoy no dicen nada, noPor eso no te quiero nada(Por eso no te quiero nada)Yo ya no te quiero nadaNo quiero detenerme (no)Para encontrar pedazos de mi corazónY otra vez romperme al darme cuentaQue era yo (que era yo) la que te daba todoY eso no fue lo mejor, no fuePorque en tus ojos, me encontrabaY tantas veces me perdíPorque en el punto exacto de la oscuridadNo supe más de tiRegresa tu miradaQue ya no me desarmaRegresa las palabrasCon las que me hipnotizabasY le di sentido a mi vivirY hoy no dicen nada, oohEsto es asíCon corazones fríosNo hay que jugarse nadaPorque no entra en ellosNi un rayito en la mañanaY donde el amor pierde caminoY no encuentra su morada, uohPor eso no te quiero nadaUh, uh, uhOoh, oh, oh, oh, eyRegresa tu miradaQue ya no me desarmaRegresa las palabrasCon las que me hipnotizabasY le di sentido a mi vivirY hoy no dicen nada, noEsto es asíCon corazones fríosNo hay que jugarse nadaPorque no entra en ellosNi un rayito en la mañanaY donde el amor pierde caminoLlega su morada, uohPor eso no te quiero nada(Por eso no te quiero nada)Yo ya no te quiero nadaNo, no"
426,Inolvidable,,Reik	,https://www.letras.com/reik/1297156/,2008,"Era tan bella, era tan bellaQue su mirada todavía me quemaComo quisiera poderla olvidarPero se acerca y no lo puedo evitarPorque cuando habla con sus ojosDice cosas que no puedo entenderY se desnuda poco a pocoY se convierte en tu pielY yo no sé como vivirSi ya no puedo sacarla de aquíQue no daría por besarlaPor abrazarla una vez másY ya no quiero dejarla escaparSi es que la puedo volver a encontrarNo quiero perderlaPorque solo es ellaInolvidable para mi corazónInolvidable, inolvidableFue como un cuento, se fue como el vientoA veces me digo que tal vez me lo inventoSi al menos pudiera tener una pruebaAlgún recuerdo de que estuve con ellaMe estoy volviendo loco, un pocoA veces me despierto y siento aquí mi penaQue me susurra en el oídoY dice donde estás, amorY yo no sé como vivirSi ya no puedo sacarla de aquíQue no daría por besarlaPor abrazarla una vez másY ya no quiero dejarla escaparSi es que la puedo volver a encontrarNo puedo perderlaPorque solo es ellaInolvidable para mi corazónInolvidable, inolvidableInolvidable, inolvidableY yo no sé como vivirSi ya no puedo sacarla de aquíQue no daría por besarlaPor abrazarla una vez másY ya no quiero dejarla escaparSi es que la puedo volver a encontrarNo puedo perderlaPorque solo es ellaInolvidable para mi corazónInolvidable, inolvidable"
427,No Me Doy por Vencido,,Luis Fonsi	,https://www.letras.com/luis-fonsi/1319600/,2008,"Me quedo callado, soy como un niño dormidoQue puede despertarse con apenas solo un ruidoCuando menos te lo esperas, cuando menos lo imaginoSé que, un día, no me aguanto y voy y te miroY te lo digo a los gritosY te ríes y me tomas por un loco atrevidoPues no sabes cuánto tiempo, en mis sueños, has vividoNi sospechas cuándo te nombréYoYo no me doy por vencidoYo quiero un mundo contigoJuro que vale la pena esperarY esperar y esperar un suspiroUna señal del destinoNo me canso, no me rindoNo me doy por vencidoTengo una flor de bolsilloMarchita de buscar a una mujer que me quieraY reciba su perfume hasta traer la primaveraY me enseñe lo que no aprendí de la vidaQue brilla más cada díaPorque estoy tan solo a un paso de ganarme la alegríaPorque el corazón levanta una tormenta enfurecidaDesde aquel momento en que te viYoYo no me doy por vencidoYo quiero un mundo contigoJuro que vale la pena esperarY esperar y esperar un suspiroUna señal del destinoNo me canso, no me rindoNo me doy por vencidoEste silencioEsconde demasiadas palabrasNo me detengoPase lo que pase, seguiréNoYo no me doy por vencidoYo quiero un mundo contigoJuro que vale la pena esperarY esperar y esperar un suspiroUna señal del destinoNo me canso, no me rindoNo me doy por vencidoJuro que vale la pena esperarY esperar y esperar un suspiroUna señal del destinoNo me canso, no me rindoNo me doy por vencido"
428,El Último Vals,,La Oreja de Van Gogh	,https://www.letras.com/la-oreja-de-van-gogh-musicas/1302863/,2008,"Como casi siempreCuando algo se muereNace la nostalgiaBuscando un corazónPero el mio es raroY aunque esté desordenadoEs impermeable al dolorLa felicidad es un maquillajeDe sonrisa amableDesde que no estásSiempre serásBienvenido a este lugarA mi lista de obsesionesDe nombres a olvidarComo recordarte, sin mirar atrásYo nunca olvidaré el último valsCuando todo acabeY el silencio hableSólo tus pupilas sabrán que fue verdadY entre los cristalesPedacitos de esa tardeDonde comenzamos a soñarLa felicidad es un maquillajeDe sonrisa amableDesde que no estásSiempre serásBienvenido a este lugarA mi lista de obsesionesDe nombres a olvidarComo recordarte, sin mirar atrásYo nunca olvidaré el último valsSiempre serásBienvenido a este lugarA mi lista de obsesionesDe nombres a olvidarComo recordarte, sin mirar atrásYo nunca olvidaré el último vals"
429,Te presumo,,Banda El Recodo,https://www.letras.com/banda-el-recodo/1407734/,2008,Te presumoPor que un verdadero amor nunca se escondePorque es un gran orgullo ser tu hombreTe presumoPorque eres para mí un gran tesoroY quiero estar junto a ti de cualquier modoTe presumoPorque eres para mí toda una reinaMe fascinaEl saber que tú me quieres y deseasTe presumoComo un loco te menciono todo el díaTe presumoPara que el mundo sepa que eres míaTe presumoPorque la verdad pareces muñequitaAndes como andes nada te lo quitaY me siento poderoso como ningún otro humanoCada vez que yo te tomo de la manoTe presumoPorque eres para mí toda una reinaMe fascinaEl saber que tú me quieres y deseasTe presumoComo un loco te menciono todo el díaTe presumoPara que el mundo sepa que eres mía
430,Te presumo,,Banda el Recodo	,https://www.letras.com/banda-el-recodo/1407734/,2009,Te presumoPor que un verdadero amor nunca se escondePorque es un gran orgullo ser tu hombreTe presumoPorque eres para mí un gran tesoroY quiero estar junto a ti de cualquier modoTe presumoPorque eres para mí toda una reinaMe fascinaEl saber que tú me quieres y deseasTe presumoComo un loco te menciono todo el díaTe presumoPara que el mundo sepa que eres míaTe presumoPorque la verdad pareces muñequitaAndes como andes nada te lo quitaY me siento poderoso como ningún otro humanoCada vez que yo te tomo de la manoTe presumoPorque eres para mí toda una reinaMe fascinaEl saber que tú me quieres y deseasTe presumoComo un loco te menciono todo el díaTe presumoPara que el mundo sepa que eres mía
431,Que te quería,,La 5ª Estación	,https://www.letras.com/la-quinta-estacion/1417575/,2009,"La llama se apagó, no séMatamos la ilusión, tal vez¿Y dónde quedo yo?En este mundo sin colorSin historias que contarteSin saber cómo explicarteQue hoy te veoY aunque lo intente no se me olvidaQue eras tú el que no creía en las despedidasQue sigo siendo la misma locaQue entre tus sábanas se perdíaY a fin de cuentas no soy distintaDe aquella idiota que te queríaNo importa cómo fue, ni quienQueríamos beber, sin sedY dónde quedo yoEn este mundo sin pudorIgnorando las señalesQue me llevan a encontrarteQue hoy te veoY aunque lo intente no se me olvidaQue eras tú el que no creía en las despedidasQue sigo siendo la misma locaQue entre tus sábanas se perdíaY a fin de cuentas no soy distintaDe aquella idiota que te queríaQue todavía espera verte sonreírQue todavía espera verse junto a tiQue hoy te veoY aunque lo intente no se me olvidaQue eras tú el que no creía en las despedidasQue sigo siendo la misma locaQue entre tus sábanas se perdíaY a fin de cuentas no soy distintaDe aquella idiota que te queríaQue sigo siendo la misma locaQue entre tus sábanas se perdíaY a fin de cuentas no soy distintaDe aquella idiota que te quería"
432,Causa y efecto,,Paulina Rubio	,https://www.letras.com/rubio-paulina/1477065/,2009,"Quieres gobernar mi corazónMi silencio y mi respiraciónPiensas que ni en sueños lograré vivir sin tiTe lo aviso no funciona asíMientes y te crees tan especialSueñas que me vuelves de cristalCorre más deprisa a kilómetros de aquíHoy decir adiós me toca a míSabes que aunque te creías perfectoPor la ley de causa y efectoHoy pagas por cada errorMira que mi amor te enciende y te enfríaComo una ilusión que te espíaY te enreda por diversiónCambia de estrategia por favorQue no me llevo bien con el dolorCreo en la energía que se mueve en espiralY vivir en guerra me hace malSabes que aunque te creías perfectoPor la ley de causa y efectoHoy pagas por cada errorMira que mi amor te enciende y te enfríaComo una ilusión que te espíaY te enreda por diversiónEn este duelo de piel contra pielGiró la suerte y te toca perderQue aunque te creías perfectoPor la ley causa y efectoHoy pagas por cada errorMira que mi amor te enciende y te enfríaComo una ilusión que te espíaY te enreda por diversiónSabes que aunque te creías perfectoPor la ley de causa y efectoHoy pagas, hoy pagasPor cada error"
433,Loba,,Shakira	,https://www.letras.com/shakira/1505287/,2009,"Sigilosa al pasarSigilosa al pasarEsa loba es especialMirala caminar, caminarQuién no ha querido a una diosa licántropaEn el ardor de una noche románticaMis aullidos son el llamadoYo quiero un lobo domesticadoPor fin he encontrado un remedio infalibleQue borre del todo la culpaNo pienso quedarme a tú ladoMirando la tele y oyendo disculpasLa vida me ha dado un hambre vorazY tú apenas me das caramelosMe voy con mis piernas y mi juventud por ahíAunque te maten los celosUna loba en el armarioTiene ganas de salir (auh)Deja que se coma el barrioAntes de irte a dormirTengo tacones de aguja magnéticaPara dejar a la manada frenéticaLa Luna llena como una frutaNo da consejos ni los escuchaLlevo conmigo un radar especialPara localizar solterosSi acaso me meto en aprietoTambién llevo el número de los bomberosNi tipos muy lindos, ni divos, ni niños ricosYo sé lo que quieroPasarla muy bien y portarme muy malEn los brazos de algún caballeroUna loba en el armarioTiene ganas de salir (auh)Deja que se coma el barrioAntes de irte a dormirCuando son casi la unaLa loba en celo saluda a la LunaDuda si andar por la calleO entrar en un bar a probar fortunaYa está sentada en su mesaY pone la mira en su proxima presaPobre del desprevenidoQue no se esperaba una de esasSigilosa al pasarSigilosa al pasarEsa loba es especialMirala caminar, caminarDeja que se coma el barrioAntes de irte a dormir"
434,Me gusta todo de ti,,Banda El Recodo,https://www.letras.com/banda-el-recodo/1555716/,2009,"Con palabras sencillas hoy quiero decirteMe gustas de pies a cabezaEs más claro que el agua que te necesitoMe gustas todita completaY es que tu belleza es incomparableLa naturaleza fue buena contigoHice la elección correcta al elegirtePara estar siempre conmigo.Me gusta todo de tiTu sonrisa, tus ojos, tu caraY esa forma tan dulce de hablarmeSi me besas me llevas al cieloSiento ser el aire.Me gusta todo de tiEres única, por dentro y por fueraA tu lado todo es tan perfectoEres más de lo que yo merezcoY sin duda alguna, cuanto me gustas.Y es que tu belleza es incomparableLa naturaleza fue buena contigoHice la elección correcta al elegirtePara estar siempre conmigo.Me gusta todo de tiTu sonrisa, tus ojos, tu caraY esa forma tan dulce de hablarmeSi me besas me llevas al cieloSiento ser el aire.Me gusta todo de tiEres única, por dentro y por fueraA tu lado todo es tan perfectoEres más de lo que yo merezcoY sin duda alguna, cuanto me gustas."
435,La calabaza,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/1458482/,2009,Con un beso de su bocaPuso a soñar mis amoresEl indio fue apasionadoY ahora sufre por amoresSupo a manzana su bocaAun recuerdo sus saboresLa tonta desmemoriadaLo a negado por ser pobreComo que te vas llevandote oloresSiempre a estado un indio por cuestion de amoresComo que eres falsa como calabazaCualquiera te pica y tu alrato te rascasComo que te sobran los sentimientosSiempre y cuando haya dinero por medioPero este indio tiene lo que tu no valesTiene brazos fuertes para levantarseY al levantarseJamás recoje lo que han recojido antesComo que te vas llevandote oloresSiempre a estado un indio por cuestion de amoresComo que eres falsa como calabazaCualquiera te pica y tu alrato te rascasComo que te sobran los sentimientosSiempre y cuando haya dinero por medioPero este indio tiene lo que tu no valesTiene brazos fuertes para levantarseY al levantarseJamás recoje lo que han recojido antesY al levantarseJamás recoje lo que han recojido antes
436,Esclavo de sus besos,,David Bisbal	, https://www.letras.com/david-bisbal/1537853/,2009,No me preguntes por quéA veces la nombro por casualidadY es que aún la recuerdoY es que aún llevo dentro su forma de amarUna razón para tiMe pides motivos y una explicaciónPara no desterrarla ahora y para siempre de mi corazónYo soy así y seguiré vagando errante por tu pielYo no podré dar todo de mí mientras no olvide a esa mujerY sigo esclavo de sus besos y sigo preso de mis miedosHemos llegado a un punto de inflexiónEn el que esta obsesión está apartándome de tiY sigo esclavo de sus besos y sigo preso de mis miedosY sigo sin saber por qué razón sigue ella en mi interiorY en nuestro punto de inflexiónY sigo esclavo de sus besosNo hay quien controle el amorDe hecho te quiero como a nadie a másPero a veces es ella la que me derrumba mi seguridadYo soy así y seguiré vagando errante por tu pielYo no podré dar todo de mí mientras no olvide a esa mujerY sigo esclavo de sus besos y sigo preso de mis miedosHemos llegado a un punto de inflexiónEn el que esta obsesión está apartándome de tiY sigo esclavo de sus besos y sigo preso de mis miedosY sigo sin saber por qué razón sigue ella en mi interiorY en nuestro punto de inflexiónY sigo esclavo de sus besosYo no podré dar todo de mí mientras no olvide a esa mujerY sigo esclavo de sus besos y sigo preso de mis miedosHemos llegado a un punto de inflexiónEn el que esta obsesión está apartándome de tiY sigo esclavo de sus besos y sigo preso de mis miedosY sigo sin saber porqué razón sigue ella en mi interiorY en nuestro punto de inflexiónY sigo esclavo de sus besosY sigo esclavo de sus besos
437,Estuve,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/1598397/,2009,"EstuveEn cada poro de su pielPero hoy no estoy, está con elY es lo que cuentaSaldada la cuenta ya quedóAquí el perdedor he sido yoYo que estuveY fui el primer conquistadorEn esa tierra donde el Sol grito, te amoMe ha quedado un tramo por andarY a mi la lección asimilarQue no estuve cuando más debíaCuando ella quería, sentirse mujerNo estuve, pero estaba locoPor volverla a verNo estuve y todo quería darlePara que buscarle, justificaciónEstuve en su cuerpo fueraDe su corazónEstuveEstuve a punto de matarPero busque en mi corazónElla había muertoEra un amor cierto y de verdadPero no le dio felicidadPues no estuve cuando más debíaCuando ella quería, sentirse mujerNo estuve, pero estaba locoPor volverla a verNo estuve y todo quería darlePara que buscarle, justificaciónEstuve en su cuerpo fueraDe su corazón"
438,Estuve,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/1598397/,2010,"EstuveEn cada poro de su pielPero hoy no estoy, está con elY es lo que cuentaSaldada la cuenta ya quedóAquí el perdedor he sido yoYo que estuveY fui el primer conquistadorEn esa tierra donde el Sol grito, te amoMe ha quedado un tramo por andarY a mi la lección asimilarQue no estuve cuando más debíaCuando ella quería, sentirse mujerNo estuve, pero estaba locoPor volverla a verNo estuve y todo quería darlePara que buscarle, justificaciónEstuve en su cuerpo fueraDe su corazónEstuveEstuve a punto de matarPero busque en mi corazónElla había muertoEra un amor cierto y de verdadPero no le dio felicidadPues no estuve cuando más debíaCuando ella quería, sentirse mujerNo estuve, pero estaba locoPor volverla a verNo estuve y todo quería darlePara que buscarle, justificaciónEstuve en su cuerpo fueraDe su corazón"
